EmployeeID,FirstName,LastName,Gender,Age,Department,DistanceFromHome (KM),State,Ethnicity,EducationField,JobRole,MaritalStatus,Salary,OverTime,HireDate,Attrition,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,EducationLevel
B61E-0F26,Care,Heintze,Male,28,Technology,3,NY,White,Business Studies,Software Engineer,Married,58993,Yes,2014-11-07,Yes,7,7,1,Very Dissatisfied,Very Dissatisfied,Satisfied,1,2,Very Good,High,Above Average,Bachelors 
B61E-0F26,Care,Heintze,Male,28,Technology,3,NY,White,Business Studies,Software Engineer,Married,58993,Yes,2014-11-07,Yes,7,7,1,Satisfied,Satisfied,Satisfied,3,2,Very Good,High,Above Average,Bachelors 
B61E-0F26,Care,Heintze,Male,28,Technology,3,NY,White,Business Studies,Software Engineer,Married,58993,Yes,2014-11-07,Yes,7,7,1,Satisfied,Satisfied,Dissatisfied,2,1,Very Good,Above Average,Average,Bachelors 
B61E-0F26,Care,Heintze,Male,28,Technology,3,NY,White,Business Studies,Software Engineer,Married,58993,Yes,2014-11-07,Yes,7,7,1,Satisfied,Satisfied,Satisfied,3,0,Good,Average,Average,Bachelors 
B61E-0F26,Care,Heintze,Male,28,Technology,3,NY,White,Business Studies,Software Engineer,Married,58993,Yes,2014-11-07,Yes,7,7,1,Satisfied,Dissatisfied,Very Satisfied,2,0,Excellent,Above Average,Above Average,Bachelors 
B61E-0F26,Care,Heintze,Male,28,Technology,3,NY,White,Business Studies,Software Engineer,Married,58993,Yes,2014-11-07,Yes,7,7,1,Very Satisfied,Neutral,Neutral,3,0,Very Good,High,Above Average,Bachelors 
B61E-0F26,Care,Heintze,Male,28,Technology,3,NY,White,Business Studies,Software Engineer,Married,58993,Yes,2014-11-07,Yes,7,7,1,Very Satisfied,Very Satisfied,Satisfied,2,3,Excellent,Above Average,Above Average,Bachelors 
B61E-0F26,Care,Heintze,Male,28,Technology,3,NY,White,Business Studies,Software Engineer,Married,58993,Yes,2014-11-07,Yes,7,7,1,Neutral,Satisfied,Satisfied,1,1,Excellent,High,High,Bachelors 
B61E-0F26,Care,Heintze,Male,28,Technology,3,NY,White,Business Studies,Software Engineer,Married,58993,Yes,2014-11-07,Yes,7,7,1,Very Satisfied,Neutral,Satisfied,2,1,Excellent,Average,Below Average,Bachelors 
DEB9-1BBF,Edna,Petrello,Female,30,Technology,32,NY,Asian or Asian American,Computer Science,Software Engineer,Single,155259,No,2014-11-10,No,8,5,6,Neutral,Satisfied,Satisfied,2,2,Fair,High,High,Masters 
DEB9-1BBF,Edna,Petrello,Female,30,Technology,32,NY,Asian or Asian American,Computer Science,Software Engineer,Single,155259,No,2014-11-10,No,8,5,6,Dissatisfied,Dissatisfied,Dissatisfied,1,2,Fair,Above Average,Above Average,Masters 
DEB9-1BBF,Edna,Petrello,Female,30,Technology,32,NY,Asian or Asian American,Computer Science,Software Engineer,Single,155259,No,2014-11-10,No,8,5,6,Satisfied,Dissatisfied,Dissatisfied,2,1,Fair,High,Above Average,Masters 
DEB9-1BBF,Edna,Petrello,Female,30,Technology,32,NY,Asian or Asian American,Computer Science,Software Engineer,Single,155259,No,2014-11-10,No,8,5,6,Neutral,Dissatisfied,Very Satisfied,3,3,Good,Average,Below Average,Masters 
DEB9-1BBF,Edna,Petrello,Female,30,Technology,32,NY,Asian or Asian American,Computer Science,Software Engineer,Single,155259,No,2014-11-10,No,8,5,6,Neutral,Neutral,Dissatisfied,2,0,Fair,Average,Average,Masters 
DEB9-1BBF,Edna,Petrello,Female,30,Technology,32,NY,Asian or Asian American,Computer Science,Software Engineer,Single,155259,No,2014-11-10,No,8,5,6,Very Satisfied,Neutral,Neutral,1,0,Excellent,Average,Average,Masters 
B312-7192,Carolynn,Gilby,Female,39,Sales,12,NY,White,Marketing ,Sales Executive,Single,89351,No,2014-11-11,No,8,2,0,Satisfied,Satisfied,Dissatisfied,1,0,Fair,Average,Below Average,High School 
B312-7192,Carolynn,Gilby,Female,39,Sales,12,NY,White,Marketing ,Sales Executive,Single,89351,No,2014-11-11,No,8,2,0,Very Satisfied,Very Satisfied,Dissatisfied,1,1,Excellent,High,High,High School 
B312-7192,Carolynn,Gilby,Female,39,Sales,12,NY,White,Marketing ,Sales Executive,Single,89351,No,2014-11-11,No,8,2,0,Satisfied,Very Satisfied,Very Satisfied,2,1,Fair,Above Average,Average,High School 
B312-7192,Carolynn,Gilby,Female,39,Sales,12,NY,White,Marketing ,Sales Executive,Single,89351,No,2014-11-11,No,8,2,0,Satisfied,Neutral,Very Dissatisfied,1,2,Very Good,Average,Below Average,High School 
B312-7192,Carolynn,Gilby,Female,39,Sales,12,NY,White,Marketing ,Sales Executive,Single,89351,No,2014-11-11,No,8,2,0,Very Satisfied,Dissatisfied,Very Satisfied,3,1,Excellent,Average,Average,High School 
B312-7192,Carolynn,Gilby,Female,39,Sales,12,NY,White,Marketing ,Sales Executive,Single,89351,No,2014-11-11,No,8,2,0,Neutral,Neutral,Satisfied,2,1,Very Good,High,Above Average,High School 
5C48-9106,Darwin,Capelle,Male,37,Technology,15,NY,Black or African American,Computer Science,Data Scientist,Married,53929,No,2014-11-15,No,8,7,5,Very Satisfied,Neutral,Neutral,2,2,Good,Above Average,Above Average,Masters 
5C48-9106,Darwin,Capelle,Male,37,Technology,15,NY,Black or African American,Computer Science,Data Scientist,Married,53929,No,2014-11-15,No,8,7,5,Neutral,Satisfied,Dissatisfied,1,1,Good,High,High,Masters 
5C48-9106,Darwin,Capelle,Male,37,Technology,15,NY,Black or African American,Computer Science,Data Scientist,Married,53929,No,2014-11-15,No,8,7,5,Neutral,Very Satisfied,Dissatisfied,2,0,Very Good,High,Above Average,Masters 
5C48-9106,Darwin,Capelle,Male,37,Technology,15,NY,Black or African American,Computer Science,Data Scientist,Married,53929,No,2014-11-15,No,8,7,5,Very Satisfied,Dissatisfied,Neutral,1,1,Fair,Above Average,Above Average,Masters 
5C48-9106,Darwin,Capelle,Male,37,Technology,15,NY,Black or African American,Computer Science,Data Scientist,Married,53929,No,2014-11-15,No,8,7,5,Very Satisfied,Satisfied,Neutral,2,1,Excellent,Average,Below Average,Masters 
5C48-9106,Darwin,Capelle,Male,37,Technology,15,NY,Black or African American,Computer Science,Data Scientist,Married,53929,No,2014-11-15,No,8,7,5,Satisfied,Neutral,Very Satisfied,3,1,Excellent,High,High,Masters 
DF63-0D3C,Roda,Costin,Female,28,Technology,27,CA,White,Information Systems,Analytics Manager,Married,546549,No,2014-11-18,No,8,8,2,Very Satisfied,Neutral,Very Satisfied,1,0,Excellent,Above Average,Average,High School 
DF63-0D3C,Roda,Costin,Female,28,Technology,27,CA,White,Information Systems,Analytics Manager,Married,546549,No,2014-11-18,No,8,8,2,Very Satisfied,Neutral,Dissatisfied,3,1,Excellent,Average,Average,High School 
DF63-0D3C,Roda,Costin,Female,28,Technology,27,CA,White,Information Systems,Analytics Manager,Married,546549,No,2014-11-18,No,8,8,2,Satisfied,Dissatisfied,Very Satisfied,2,1,Very Good,High,High,High School 
DF63-0D3C,Roda,Costin,Female,28,Technology,27,CA,White,Information Systems,Analytics Manager,Married,546549,No,2014-11-18,No,8,8,2,Neutral,Very Satisfied,Very Satisfied,3,0,Fair,High,Above Average,High School 
DF63-0D3C,Roda,Costin,Female,28,Technology,27,CA,White,Information Systems,Analytics Manager,Married,546549,No,2014-11-18,No,8,8,2,Very Satisfied,Satisfied,Neutral,1,2,Fair,Above Average,Above Average,High School 
DF63-0D3C,Roda,Costin,Female,28,Technology,27,CA,White,Information Systems,Analytics Manager,Married,546549,No,2014-11-18,No,8,8,2,Very Satisfied,Dissatisfied,Dissatisfied,2,3,Very Good,Above Average,Average,High School 
F9C6-39E2,Cassandra,Udden,Female,48,Sales,4,NY,Black or African American,Marketing,Sales Representative,Single,55880,No,2014-11-19,No,8,6,5,Satisfied,Very Satisfied,Dissatisfied,1,3,Excellent,High,High,Bachelors 
F9C6-39E2,Cassandra,Udden,Female,48,Sales,4,NY,Black or African American,Marketing,Sales Representative,Single,55880,No,2014-11-19,No,8,6,5,Very Satisfied,Satisfied,Very Satisfied,3,3,Fair,Average,Average,Bachelors 
F9C6-39E2,Cassandra,Udden,Female,48,Sales,4,NY,Black or African American,Marketing,Sales Representative,Single,55880,No,2014-11-19,No,8,6,5,Neutral,Dissatisfied,Neutral,3,0,Fair,Average,Average,Bachelors 
F9C6-39E2,Cassandra,Udden,Female,48,Sales,4,NY,Black or African American,Marketing,Sales Representative,Single,55880,No,2014-11-19,No,8,6,5,Neutral,Neutral,Very Satisfied,1,3,Good,Average,Average,Bachelors 
F9C6-39E2,Cassandra,Udden,Female,48,Sales,4,NY,Black or African American,Marketing,Sales Representative,Single,55880,No,2014-11-19,No,8,6,5,Very Dissatisfied,Satisfied,Dissatisfied,1,0,Fair,Above Average,Average,Bachelors 
F9C6-39E2,Cassandra,Udden,Female,48,Sales,4,NY,Black or African American,Marketing,Sales Representative,Single,55880,No,2014-11-19,No,8,6,5,Satisfied,Neutral,Neutral,1,2,Excellent,Average,Below Average,Bachelors 
D4D5-27FB,Bengt,Keaves,Male,29,Technology,36,NY,White,Information Systems,Data Scientist,Divorced,86428,No,2014-11-20,Yes,6,5,5,Satisfied,Satisfied,Neutral,2,1,Very Good,Above Average,Above Average,No Formal Qualifications
D4D5-27FB,Bengt,Keaves,Male,29,Technology,36,NY,White,Information Systems,Data Scientist,Divorced,86428,No,2014-11-20,Yes,6,5,5,Satisfied,Dissatisfied,Very Satisfied,1,2,Fair,High,Above Average,No Formal Qualifications
D4D5-27FB,Bengt,Keaves,Male,29,Technology,36,NY,White,Information Systems,Data Scientist,Divorced,86428,No,2014-11-20,Yes,6,5,5,Neutral,Satisfied,Dissatisfied,2,1,Excellent,Average,Below Average,No Formal Qualifications
D4D5-27FB,Bengt,Keaves,Male,29,Technology,36,NY,White,Information Systems,Data Scientist,Divorced,86428,No,2014-11-20,Yes,6,5,5,Very Satisfied,Satisfied,Neutral,1,2,Fair,Above Average,Average,No Formal Qualifications
D4D5-27FB,Bengt,Keaves,Male,29,Technology,36,NY,White,Information Systems,Data Scientist,Divorced,86428,No,2014-11-20,Yes,6,5,5,Very Satisfied,Satisfied,Very Satisfied,3,3,Fair,High,High,No Formal Qualifications
D4D5-27FB,Bengt,Keaves,Male,29,Technology,36,NY,White,Information Systems,Data Scientist,Divorced,86428,No,2014-11-20,Yes,6,5,5,Neutral,Very Satisfied,Satisfied,3,0,Fair,High,High,No Formal Qualifications
D4D5-27FB,Bengt,Keaves,Male,29,Technology,36,NY,White,Information Systems,Data Scientist,Divorced,86428,No,2014-11-20,Yes,6,5,5,Neutral,Neutral,Neutral,1,0,Very Good,High,Above Average,No Formal Qualifications
D4D5-27FB,Bengt,Keaves,Male,29,Technology,36,NY,White,Information Systems,Data Scientist,Divorced,86428,No,2014-11-20,Yes,6,5,5,Neutral,Very Satisfied,Satisfied,2,0,Excellent,Above Average,Above Average,No Formal Qualifications
D4D5-27FB,Bengt,Keaves,Male,29,Technology,36,NY,White,Information Systems,Data Scientist,Divorced,86428,No,2014-11-20,Yes,6,5,5,Satisfied,Dissatisfied,Dissatisfied,3,0,Very Good,High,High,No Formal Qualifications
D4D5-27FB,Bengt,Keaves,Male,29,Technology,36,NY,White,Information Systems,Data Scientist,Divorced,86428,No,2014-11-20,Yes,6,5,5,Satisfied,Dissatisfied,Very Satisfied,3,1,Excellent,High,High,No Formal Qualifications
76ED-1CF5,Spenser,Pyzer,Male,47,Technology,12,CA,White,Information Systems,Software Engineer,Single,105126,No,2014-11-21,No,8,7,1,Very Satisfied,Satisfied,Dissatisfied,3,0,Very Good,Average,Average,Masters 
76ED-1CF5,Spenser,Pyzer,Male,47,Technology,12,CA,White,Information Systems,Software Engineer,Single,105126,No,2014-11-21,No,8,7,1,Satisfied,Neutral,Satisfied,3,0,Good,Above Average,Average,Masters 
76ED-1CF5,Spenser,Pyzer,Male,47,Technology,12,CA,White,Information Systems,Software Engineer,Single,105126,No,2014-11-21,No,8,7,1,Satisfied,Satisfied,Dissatisfied,3,1,Fair,Average,Average,Masters 
76ED-1CF5,Spenser,Pyzer,Male,47,Technology,12,CA,White,Information Systems,Software Engineer,Single,105126,No,2014-11-21,No,8,7,1,Satisfied,Neutral,Neutral,2,2,Fair,Above Average,Average,Masters 
76ED-1CF5,Spenser,Pyzer,Male,47,Technology,12,CA,White,Information Systems,Software Engineer,Single,105126,No,2014-11-21,No,8,7,1,Neutral,Neutral,Very Satisfied,1,0,Good,Above Average,Average,Masters 
76ED-1CF5,Spenser,Pyzer,Male,47,Technology,12,CA,White,Information Systems,Software Engineer,Single,105126,No,2014-11-21,No,8,7,1,Satisfied,Neutral,Neutral,2,2,Excellent,Above Average,Average,Masters 
380F-A08A,Evvy,Labbez,Female,32,Sales,22,NY,White,Marketing,Sales Executive,Married,142488,No,2014-11-22,No,8,6,7,Neutral,Neutral,Very Satisfied,2,1,Fair,Above Average,Average,Bachelors 
380F-A08A,Evvy,Labbez,Female,32,Sales,22,NY,White,Marketing,Sales Executive,Married,142488,No,2014-11-22,No,8,6,7,Neutral,Very Satisfied,Neutral,3,0,Very Good,Above Average,Above Average,Bachelors 
380F-A08A,Evvy,Labbez,Female,32,Sales,22,NY,White,Marketing,Sales Executive,Married,142488,No,2014-11-22,No,8,6,7,Neutral,Dissatisfied,Very Dissatisfied,2,1,Fair,Above Average,Above Average,Bachelors 
380F-A08A,Evvy,Labbez,Female,32,Sales,22,NY,White,Marketing,Sales Executive,Married,142488,No,2014-11-22,No,8,6,7,Very Satisfied,Dissatisfied,Dissatisfied,1,0,Very Good,High,High,Bachelors 
380F-A08A,Evvy,Labbez,Female,32,Sales,22,NY,White,Marketing,Sales Executive,Married,142488,No,2014-11-22,No,8,6,7,Neutral,Neutral,Dissatisfied,2,0,Good,High,Above Average,Bachelors 
380F-A08A,Evvy,Labbez,Female,32,Sales,22,NY,White,Marketing,Sales Executive,Married,142488,No,2014-11-22,No,8,6,7,Neutral,Neutral,Satisfied,2,1,Excellent,Above Average,Average,Bachelors 
5E9A-FE30,Lindy,Carratt,Female,30,Technology,38,CA,White,Computer Science,Data Scientist,Married,88609,Yes,2014-11-24,No,8,4,1,Very Satisfied,Dissatisfied,Satisfied,2,0,Very Good,Above Average,Average,Masters 
5E9A-FE30,Lindy,Carratt,Female,30,Technology,38,CA,White,Computer Science,Data Scientist,Married,88609,Yes,2014-11-24,No,8,4,1,Very Satisfied,Neutral,Very Satisfied,3,0,Good,Above Average,Average,Masters 
5E9A-FE30,Lindy,Carratt,Female,30,Technology,38,CA,White,Computer Science,Data Scientist,Married,88609,Yes,2014-11-24,No,8,4,1,Neutral,Satisfied,Neutral,1,1,Very Good,High,Above Average,Masters 
5E9A-FE30,Lindy,Carratt,Female,30,Technology,38,CA,White,Computer Science,Data Scientist,Married,88609,Yes,2014-11-24,No,8,4,1,Very Satisfied,Dissatisfied,Satisfied,2,1,Excellent,Above Average,Above Average,Masters 
5E9A-FE30,Lindy,Carratt,Female,30,Technology,38,CA,White,Computer Science,Data Scientist,Married,88609,Yes,2014-11-24,No,8,4,1,Neutral,Very Satisfied,Very Satisfied,2,1,Good,Average,Below Average,Masters 
5E9A-FE30,Lindy,Carratt,Female,30,Technology,38,CA,White,Computer Science,Data Scientist,Married,88609,Yes,2014-11-24,No,8,4,1,Satisfied,Satisfied,Neutral,2,1,Fair,Average,Average,Masters 
FBED-F86B,Karylin,Aphale,Female,29,Technology,12,IL,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,72057,No,2014-11-27,No,8,8,3,Very Satisfied,Very Satisfied,Very Satisfied,2,0,Excellent,Average,Below Average,Bachelors 
FBED-F86B,Karylin,Aphale,Female,29,Technology,12,IL,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,72057,No,2014-11-27,No,8,8,3,Neutral,Very Satisfied,Satisfied,3,1,Excellent,Average,Below Average,Bachelors 
FBED-F86B,Karylin,Aphale,Female,29,Technology,12,IL,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,72057,No,2014-11-27,No,8,8,3,Very Satisfied,Neutral,Dissatisfied,1,0,Excellent,Average,Average,Bachelors 
FBED-F86B,Karylin,Aphale,Female,29,Technology,12,IL,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,72057,No,2014-11-27,No,8,8,3,Neutral,Very Satisfied,Very Satisfied,1,1,Excellent,High,Above Average,Bachelors 
FBED-F86B,Karylin,Aphale,Female,29,Technology,12,IL,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,72057,No,2014-11-27,No,8,8,3,Satisfied,Dissatisfied,Dissatisfied,3,0,Fair,Above Average,Average,Bachelors 
FBED-F86B,Karylin,Aphale,Female,29,Technology,12,IL,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,72057,No,2014-11-27,No,8,8,3,Dissatisfied,Neutral,Neutral,1,0,Fair,Average,Average,Bachelors 
B063-A2B5,Forester,Bentjens,Male,41,Sales,11,IL,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,81654,No,2014-11-28,No,8,4,7,Neutral,Satisfied,Dissatisfied,3,1,Fair,Average,Average,No Formal Qualifications
B063-A2B5,Forester,Bentjens,Male,41,Sales,11,IL,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,81654,No,2014-11-28,No,8,4,7,Satisfied,Neutral,Dissatisfied,1,2,Fair,High,High,No Formal Qualifications
B063-A2B5,Forester,Bentjens,Male,41,Sales,11,IL,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,81654,No,2014-11-28,No,8,4,7,Satisfied,Neutral,Dissatisfied,3,0,Very Good,Above Average,Above Average,No Formal Qualifications
B063-A2B5,Forester,Bentjens,Male,41,Sales,11,IL,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,81654,No,2014-11-28,No,8,4,7,Neutral,Neutral,Satisfied,1,0,Very Good,Above Average,Average,No Formal Qualifications
B063-A2B5,Forester,Bentjens,Male,41,Sales,11,IL,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,81654,No,2014-11-28,No,8,4,7,Satisfied,Dissatisfied,Satisfied,3,0,Poor,Average,Average,No Formal Qualifications
B063-A2B5,Forester,Bentjens,Male,41,Sales,11,IL,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,81654,No,2014-11-28,No,8,4,7,Very Dissatisfied,Neutral,Very Dissatisfied,2,1,Good,Above Average,Above Average,No Formal Qualifications
D676-4ECC,Florenza,Nesbit,Female,44,Technology,13,NY,White,Information Systems,Software Engineer,Single,57296,No,2014-11-29,No,8,7,3,Satisfied,Very Satisfied,Dissatisfied,3,0,Very Good,High,Above Average,Bachelors 
D676-4ECC,Florenza,Nesbit,Female,44,Technology,13,NY,White,Information Systems,Software Engineer,Single,57296,No,2014-11-29,No,8,7,3,Neutral,Very Satisfied,Neutral,1,2,Excellent,Average,Average,Bachelors 
D676-4ECC,Florenza,Nesbit,Female,44,Technology,13,NY,White,Information Systems,Software Engineer,Single,57296,No,2014-11-29,No,8,7,3,Neutral,Satisfied,Very Satisfied,3,0,Good,Average,Average,Bachelors 
D676-4ECC,Florenza,Nesbit,Female,44,Technology,13,NY,White,Information Systems,Software Engineer,Single,57296,No,2014-11-29,No,8,7,3,Neutral,Neutral,Dissatisfied,2,2,Good,High,High,Bachelors 
D676-4ECC,Florenza,Nesbit,Female,44,Technology,13,NY,White,Information Systems,Software Engineer,Single,57296,No,2014-11-29,No,8,7,3,Very Dissatisfied,Very Dissatisfied,Satisfied,2,1,Poor,High,High,Bachelors 
D676-4ECC,Florenza,Nesbit,Female,44,Technology,13,NY,White,Information Systems,Software Engineer,Single,57296,No,2014-11-29,No,8,7,3,Very Satisfied,Neutral,Satisfied,1,0,Very Good,Above Average,Above Average,Bachelors 
D4D7-3C3F,Annaliese,Hedingham,Female,28,Technology,27,NY,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,117918,No,2014-12-02,No,8,8,7,Satisfied,Very Satisfied,Satisfied,3,0,Fair,Above Average,Average,High School 
D4D7-3C3F,Annaliese,Hedingham,Female,28,Technology,27,NY,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,117918,No,2014-12-02,No,8,8,7,Neutral,Dissatisfied,Dissatisfied,2,0,Excellent,Average,Below Average,High School 
D4D7-3C3F,Annaliese,Hedingham,Female,28,Technology,27,NY,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,117918,No,2014-12-02,No,8,8,7,Satisfied,Very Satisfied,Satisfied,3,0,Excellent,Average,Below Average,High School 
D4D7-3C3F,Annaliese,Hedingham,Female,28,Technology,27,NY,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,117918,No,2014-12-02,No,8,8,7,Neutral,Satisfied,Very Satisfied,1,0,Excellent,High,High,High School 
D4D7-3C3F,Annaliese,Hedingham,Female,28,Technology,27,NY,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,117918,No,2014-12-02,No,8,8,7,Satisfied,Very Satisfied,Satisfied,3,0,Very Good,Average,Average,High School 
D4D7-3C3F,Annaliese,Hedingham,Female,28,Technology,27,NY,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,117918,No,2014-12-02,No,8,8,7,Satisfied,Neutral,Dissatisfied,1,0,Very Good,Above Average,Average,High School 
DF7E-3233,Basil,Gother,Male,47,Sales,23,CA,Black or African American,Marketing,Sales Representative,Married,44646,No,2014-12-02,No,8,5,4,Neutral,Dissatisfied,Neutral,1,0,Excellent,Average,Average,Bachelors 
DF7E-3233,Basil,Gother,Male,47,Sales,23,CA,Black or African American,Marketing,Sales Representative,Married,44646,No,2014-12-02,No,8,5,4,Satisfied,Very Satisfied,Dissatisfied,1,1,Good,High,High,Bachelors 
DF7E-3233,Basil,Gother,Male,47,Sales,23,CA,Black or African American,Marketing,Sales Representative,Married,44646,No,2014-12-02,No,8,5,4,Very Satisfied,Neutral,Very Satisfied,2,1,Good,Above Average,Above Average,Bachelors 
DF7E-3233,Basil,Gother,Male,47,Sales,23,CA,Black or African American,Marketing,Sales Representative,Married,44646,No,2014-12-02,No,8,5,4,Neutral,Satisfied,Neutral,1,2,Very Good,High,High,Bachelors 
DF7E-3233,Basil,Gother,Male,47,Sales,23,CA,Black or African American,Marketing,Sales Representative,Married,44646,No,2014-12-02,No,8,5,4,Satisfied,Dissatisfied,Dissatisfied,2,1,Excellent,Above Average,Above Average,Bachelors 
DF7E-3233,Basil,Gother,Male,47,Sales,23,CA,Black or African American,Marketing,Sales Representative,Married,44646,No,2014-12-02,No,8,5,4,Neutral,Satisfied,Satisfied,2,0,Good,Average,Average,Bachelors 
13E5-8466,Cody,Tipple,Female,47,Sales,14,NY,White,Marketing ,Manager,Single,410970,No,2014-12-06,No,8,5,8,Very Satisfied,Dissatisfied,Very Satisfied,1,0,Good,Average,Average,Masters 
13E5-8466,Cody,Tipple,Female,47,Sales,14,NY,White,Marketing ,Manager,Single,410970,No,2014-12-06,No,8,5,8,Very Satisfied,Neutral,Dissatisfied,1,3,Fair,Above Average,Average,Masters 
13E5-8466,Cody,Tipple,Female,47,Sales,14,NY,White,Marketing ,Manager,Single,410970,No,2014-12-06,No,8,5,8,Neutral,Satisfied,Dissatisfied,2,0,Excellent,High,High,Masters 
13E5-8466,Cody,Tipple,Female,47,Sales,14,NY,White,Marketing ,Manager,Single,410970,No,2014-12-06,No,8,5,8,Neutral,Neutral,Neutral,3,2,Good,Above Average,Average,Masters 
13E5-8466,Cody,Tipple,Female,47,Sales,14,NY,White,Marketing ,Manager,Single,410970,No,2014-12-06,No,8,5,8,Neutral,Satisfied,Neutral,2,0,Fair,Average,Average,Masters 
13E5-8466,Cody,Tipple,Female,47,Sales,14,NY,White,Marketing ,Manager,Single,410970,No,2014-12-06,No,8,5,8,Dissatisfied,Neutral,Satisfied,1,1,Fair,Above Average,Above Average,Masters 
41DC-E8B5,Ware,Casbon,Male,47,Sales,17,CA,White,Other,Sales Executive,Single,106840,No,2014-12-06,No,8,4,8,Neutral,Satisfied,Very Satisfied,3,2,Good,Above Average,Average,Bachelors 
41DC-E8B5,Ware,Casbon,Male,47,Sales,17,CA,White,Other,Sales Executive,Single,106840,No,2014-12-06,No,8,4,8,Satisfied,Satisfied,Very Satisfied,1,0,Good,Above Average,Above Average,Bachelors 
41DC-E8B5,Ware,Casbon,Male,47,Sales,17,CA,White,Other,Sales Executive,Single,106840,No,2014-12-06,No,8,4,8,Very Satisfied,Dissatisfied,Very Satisfied,1,0,Very Good,High,High,Bachelors 
41DC-E8B5,Ware,Casbon,Male,47,Sales,17,CA,White,Other,Sales Executive,Single,106840,No,2014-12-06,No,8,4,8,Satisfied,Neutral,Very Satisfied,2,3,Very Good,Average,Below Average,Bachelors 
41DC-E8B5,Ware,Casbon,Male,47,Sales,17,CA,White,Other,Sales Executive,Single,106840,No,2014-12-06,No,8,4,8,Very Satisfied,Dissatisfied,Very Satisfied,3,2,Fair,Average,Below Average,Bachelors 
41DC-E8B5,Ware,Casbon,Male,47,Sales,17,CA,White,Other,Sales Executive,Single,106840,No,2014-12-06,No,8,4,8,Satisfied,Very Satisfied,Satisfied,3,2,Good,High,High,Bachelors 
A7BB-F5A7,Anna-diana,Horbart,Female,37,Sales,17,CA,White,Economics,Manager,Single,476151,No,2014-12-08,No,8,4,8,Satisfied,Neutral,Dissatisfied,2,2,Very Good,Average,Below Average,Masters 
A7BB-F5A7,Anna-diana,Horbart,Female,37,Sales,17,CA,White,Economics,Manager,Single,476151,No,2014-12-08,No,8,4,8,Satisfied,Satisfied,Satisfied,3,2,Excellent,High,High,Masters 
A7BB-F5A7,Anna-diana,Horbart,Female,37,Sales,17,CA,White,Economics,Manager,Single,476151,No,2014-12-08,No,8,4,8,Neutral,Satisfied,Satisfied,2,2,Very Good,Average,Below Average,Masters 
A7BB-F5A7,Anna-diana,Horbart,Female,37,Sales,17,CA,White,Economics,Manager,Single,476151,No,2014-12-08,No,8,4,8,Satisfied,Very Satisfied,Satisfied,1,0,Excellent,High,High,Masters 
A7BB-F5A7,Anna-diana,Horbart,Female,37,Sales,17,CA,White,Economics,Manager,Single,476151,No,2014-12-08,No,8,4,8,Satisfied,Satisfied,Very Satisfied,1,1,Excellent,Above Average,Above Average,Masters 
A7BB-F5A7,Anna-diana,Horbart,Female,37,Sales,17,CA,White,Economics,Manager,Single,476151,No,2014-12-08,No,8,4,8,Satisfied,Neutral,Very Dissatisfied,3,2,Poor,Average,Average,Masters 
1B7F-73A9,Jacques,Verne,Male,34,Technology,24,CA,Asian or Asian American,Computer Science,Software Engineer,Married,42721,No,2014-12-10,No,8,3,7,Satisfied,Dissatisfied,Very Satisfied,3,1,Fair,Average,Average,Bachelors 
1B7F-73A9,Jacques,Verne,Male,34,Technology,24,CA,Asian or Asian American,Computer Science,Software Engineer,Married,42721,No,2014-12-10,No,8,3,7,Very Satisfied,Dissatisfied,Neutral,1,0,Good,High,Above Average,Bachelors 
1B7F-73A9,Jacques,Verne,Male,34,Technology,24,CA,Asian or Asian American,Computer Science,Software Engineer,Married,42721,No,2014-12-10,No,8,3,7,Neutral,Satisfied,Neutral,1,1,Excellent,Above Average,Average,Bachelors 
1B7F-73A9,Jacques,Verne,Male,34,Technology,24,CA,Asian or Asian American,Computer Science,Software Engineer,Married,42721,No,2014-12-10,No,8,3,7,Neutral,Dissatisfied,Very Satisfied,3,2,Fair,Above Average,Average,Bachelors 
